index	centeredness	loss	admissible
9	0.04	-0.030917786329677403	true
9	0.05	-0.030982423155459557	true
9	0.06	-0.031046264720238973	true
9	0.07	-0.031109301110245156	true
9	0.08	-0.03117152246012555	true
9	0.09	-0.03123291895560572	true
9	0.1	-0.0312934808361637	true
9	0.11	-0.03135319839771824	true
9	0.12	-0.03141206199532967	true
9	0.13	-0.03147006204591166	true
9	0.14	-0.03152718903095335	true
9	0.15	-0.03158343349925031	true
9	0.16	-0.03163878606964316	true
9	0.17	-0.031693237433762504	true
9	0.18	-0.03174677835877896	true
9	0.19	-0.03179939969015699	true
9	0.2	-0.031851092354411074	true
9	0.21	-0.03190184736186281	true
9	0.22	-0.03195165580939802	true
9	0.23	-0.032000508883221354	true
9	0.24	-0.03204839786160859	true
9	0.25	-0.03209531411765329	true
9	0.26	-0.03214124912200804	true
9	0.27	-0.03218619444561762	true
9	0.28	-0.03223014176244298	true
9	0.29	-0.03227308285217473	true
9	0.3	-0.03231500960293426	true
9	0.31	-0.03235591401396072	true
9	0.32	-0.03239578819828334	true
9	0.33	-0.032434624385375956	true
9	0.34	-0.03247241492379356	true
9	0.35	-0.03250915228378839	true
9	0.36	-0.03254482905990438	true
9	0.37	-0.03257943797354813	true
9	0.38	-0.03261297187553502	true
9	0.39	-0.03264542374860872	true
9	0.4	-0.03267678670993214	true
9	0.41	-0.032707054013549224	true
9	0.42	-0.03273621905281449	true
9	0.43	-0.032764275362790224	true
9	0.44	-0.03279121662260862	true
9	0.45	-0.03281703665779789	true
9	0.46	-0.032841729442570335	true
9	0.47	-0.032865289102071184	true
9	0.48	-0.03288770991458669	true
9	0.49	-0.03290898631370917	true
9	0.5	-0.03292911289045847	true
9	0.51	-0.0329480843953581	true
9	0.52	-0.03296589574046367	true
9	0.53	-0.0329825420013436	true
9	0.54	-0.03299801841900922	true
9	0.55	-0.0330123204017942	true
9	0.56	-0.0330254435271809	true
9	0.57	-0.033037383543572545	true
9	0.58	-0.03304813637201015	true
9	0.59	-0.03305769810783293	true
9	0.6	-0.03306606502228034	true
9	0.61	-0.03307323356403499	true
9	0.62	-0.03307920036070543	true
9	0.63	-0.03308396222024715	true
9	0.64	-0.03308751613232083	true
9	0.65	-0.033089859269587	true
9	0.66	-0.03309098898893597	true
9	0.67	-0.033090902832651675	true
9	0.68	-0.033089598529509	true
9	0.69	-0.033087073995803774	true
9	0.7	-0.033083327336313445	true
9	0.71	-0.03307835684518953	true
9	0.72	-0.033072161006779295	true
9	0.73	-0.0330647384963768	true
9	0.74	-0.03305608818090289	true
9	0.75	-0.03304620911951291	true
9	0.76	-0.03303510056413203	true
9	0.77	-0.0330227619599173	true
9	0.78	-0.03300919294564675	true
9	0.79	-0.032994393354034084	true
9	0.8	-0.03297836321196953	true
9	0.81	-0.03296110274068633	true
9	0.82	-0.03294261235585232	true
9	0.83	-0.03292289266758693	true
9	0.84	-0.03290194448040316	true
9	0.85	-0.03287976879307474	true
9	0.86	-0.03285636679842833	true
9	0.87	-0.03283173988306086	true
9	0.88	-0.03280588962698228	true
9	0.89	-0.032778817803183355	true
9	0.9	-0.03275052637713027	true
9	0.91	-0.03272101750618397	true
9	0.92	-0.03269029353894694	true
9	0.93	-0.03265835701453609	true
9	0.94	-0.03262521066178366	true
9	0.95	-0.03259085739836558	true
9	0.96	-0.03255530032985813	true
9	0.97	-0.03251854274872402	true
9	0.98	-0.03248058813322814	true
9	0.99	-0.03244144014628387	true
9	1.0	-0.03240110263423072	true
10	0.0	-0.05107842174950114	true
10	0.01	-0.05120863922322039	true
10	0.02	-0.05133743158243376	true
10	0.03	-0.0514647855057816	true
10	0.04	-0.05159068778050234	true
10	0.05	-0.051715125305563894	true
10	0.06	-0.05183808509479368	true
10	0.07	-0.05195955428000577	true
10	0.08	-0.05207952011412376	true
10	0.09	-0.052197969974297986	true
10	0.1	-0.05231489136501554	true
10	0.11	-0.0524302719212027	true
10	0.12	-0.05254409941131709	true
10	0.13	-0.05265636174042873	true
10	0.14	-0.05276704695328931	true
10	0.15	-0.052876143237386576	true
10	0.16	-0.05298363892598449	true
10	0.17	-0.053089522501145826	true
10	0.18	-0.053193782596736926	true
10	0.19	-0.05329640800141308	true
10	0.2	-0.053397387661582286	true
10	0.21	-0.05349671068434702	true
10	0.22	-0.05359436634042185	true
10	0.23	-0.05369034406702549	true
10	0.24	-0.0537846334707459	true
10	0.25	-0.05387722433037776	true
10	0.26	-0.05396810659972863	true
10	0.27	-0.05405727041039556	true
10	0.28	-0.05414470607450746	true
10	0.29	-0.05423040408743427	true
10	0.3	-0.05431435513046013	true
