prior	arm	qoi	bulk_ess	mcse	mean	sd
Gaussian	Post-hoc gradient / WHMC	total_intercept[714]	1741.6824328588013	1.895715285866426	5615.2066289369595	79.07469954292927
Gaussian	Post-hoc gradient / WHMC	total_intercept[715]	3655.76656804606	1.4686000017123595	6383.75116807688	88.57969738980042
Gaussian	Post-hoc gradient / WHMC	total_intercept[716]	3287.585313413315	2.194412945823063	6232.426537963066	125.80803994537561
Gaussian	Post-hoc gradient / WHMC	total_intercept[717]	2399.0729957038707	2.1760114078554462	6954.759182331921	106.72108751352249
Gaussian	Post-hoc gradient / WHMC	total_intercept[718]	2780.7588120958285	2.3103753011921637	6782.802782064189	121.58763164464199
Gaussian	Post-hoc gradient / WHMC	total_intercept[719]	1740.8150553670823	2.671157614213472	10157.481682537888	111.82887310256609
Gaussian	Post-hoc gradient / WHMC	total_intercept[720]	2536.8297624090496	2.5473548062764153	8772.619818200452	128.08999843195122
Gaussian	Post-hoc gradient / WHMC	total_load[701]	2712.8122770521672	0.33328524468909493	35.99739109449776	17.448683798805146
Gaussian	Post-hoc gradient / WHMC	total_load[702]	1745.6029625381689	0.2775379929321741	22.988900265150892	11.511417731136847
Gaussian	Post-hoc gradient / WHMC	total_load[703]	1767.3679399484618	0.2886049695542675	20.98106345398295	12.06578470760772
Gaussian	Post-hoc gradient / WHMC	total_load[704]	3849.5295897603096	0.21343150237299566	69.3016195995209	13.217116407059509
Gaussian	Post-hoc gradient / WHMC	total_load[705]	2565.794917834706	0.30113560993736693	37.871627820895014	15.262697334569925
Gaussian	Post-hoc gradient / WHMC	total_load[706]	2655.0830618097716	0.2926417818813233	53.410821009060705	15.111201883853342
Gaussian	Post-hoc gradient / WHMC	total_load[707]	2775.383994654942	0.3123290175965567	58.08990227609206	16.39819993338438
Gaussian	Post-hoc gradient / WHMC	total_load[708]	1350.3450230874778	0.49279095507297666	33.68964967197125	18.013643689196968
Gaussian	Post-hoc gradient / WHMC	total_load[709]	3487.140914267403	0.3283762230407935	14.557926085134612	19.38755513073485
Gaussian	Post-hoc gradient / WHMC	total_load[710]	2055.308986255057	0.4505751642030432	-15.199563514783916	20.380456436051517
Gaussian	Post-hoc gradient / WHMC	total_load[711]	2396.3671507439694	0.4545439277806307	71.80982614148094	22.277467368382116
Gaussian	Post-hoc gradient / WHMC	total_load[712]	3095.6993853440476	0.44547305287174505	174.99722987818774	24.723031905696427
Gaussian	Post-hoc gradient / WHMC	total_load[713]	3800.392314355438	0.39478563455626914	44.99452933023675	24.239119657252676
Gaussian	Post-hoc gradient / WHMC	total_load[714]	1654.460802764229	0.6271161994619201	56.82629406948847	25.523234173233906
Gaussian	Post-hoc gradient / WHMC	total_load[715]	3022.8372823694076	0.5065297065751952	17.47901796982503	27.845260254090125
Gaussian	Post-hoc gradient / WHMC	total_load[716]	3336.1845482584126	0.6882329668355868	26.105784400037283	38.63071930611012
Gaussian	Post-hoc gradient / WHMC	total_load[717]	2324.221164104811	0.705885119205778	152.48059950793808	34.090133247073915
Gaussian	Post-hoc gradient / WHMC	total_load[718]	2872.083632426231	0.7354310123240319	169.68700316797486	39.42214630987402
Gaussian	Post-hoc gradient / WHMC	total_load[719]	1926.7076180713182	0.7897150038516622	27.991433254691323	34.60227862973392
